gene.symbol	gene.entrezid
LOC100133669	100133669
CSPG4	1464
SPRY2	10253
DIAPH3	81624
SKAP1	8631
PEA15	8682
TAPT1	202018
C16ORF59	NA
COL4A1	1282
LARS	51520
RHOB	388
GLYATL1	92292
ST6GAL2	84620
ILF3	3609
REPS1	85021
FXYD1	5348
WDR67	93594
HMGCL	3155
FERMT2	10979
UHRF1	29128
MYD88	4615
THBS4	7060
STMN1	3925
ACAD11	84129
ZFP41	286128
ALDH1B1	219
CENPH	64946
MLYCD	23417
TIMD4	91937
CIDEB	27141
CHST4	10164
CCDC99	54908
C12ORF48	NA
RASGEF1B	153020
ANTXR2	118429
NDUFA4L2	56901
SIGLEC9	27180
ASPG	374569
PCDH9	5101
PLGLB2	5342
ARHGAP11A	9824
ANXA8	653145
LARP1B	55132
NDRG2	57447
HGS	9146
PTGIS	5740
NR3C2	4306
ABCA8	10351
C5ORF34	NA
CYP26A1	1592
KIF14	9928
NT5DC2	64943
PPAPDC1A	196051
TCF21	6943
CYP3A4	1576
NFIL3	4783
ERCC6L	54821
RFC4	5984
ADK	132
ADRA1B	147
DTL	10673
FREM2	341640
UROC1	131669
IP6K1	9807
DEPDC1	55635
AKR1D1	6718
ORC1L	4998
LILRB5	10990
PLXDC1	57125
ACAA1	30
MCM3	4172
LOC222699	NA
SMG5	23381
PGM1	5236
MCM6	4175
PZP	5858
TSPYL1	7259
FLVCR1	28982
FAM99A	387742
PANK1	53354
ANKRD52	283373
SMPD3	55512
SPSB4	92369
FAM83F	113828
FAM99B	100132464
LRRN1	4034
AGTR1	185
ENAH	55740
SATB1	6304
ECT2	1894
LRRC55	219527
NAAA	27163
DDX19B	11269
DSE	29940
TCF19	6941
APLN	8862
C15ORF42	NA
LEPREL1	55214
NHEDC2	133308
TSLP	85480
EHMT2	10919
PALM2	114299
MFAP3L	9848
MAP2K4	6416
HOXA13	3209
EDNRB	1910
CEP55	55165
TCOF1	6949
HOXD1	3231
INTS10	55174
AGXT2	64902
ZGPAT	84619
DDX39	10212
LAMA4	3910
WNT2	7472
C14ORF180	NA
TH	7054
SLC38A2	54407
FAM83D	81610
C9ORF72	NA
SLC31A2	1318
HMGXB3	22993
ATP13A4	84239
DLC1	8655
RDH16	8608
NAT1	9
IGJ	3512
EME1	146956
FBP1	2203
SIGLEC11	114132
RAD54L	546
CCDC28A	25901
SERPINA11	256394
PDZRN4	29951
SAMD5	389432
ZWINT	11130
DPT	1805
SGOL2	151246
NVL	4931
C8ORF33	NA
CDKN2A	1029
BCHE	590
NCRNA00181	503538
PHLDA1	22822
ALPL	249
C11ORF17	NA
ILF2	3608
RNF152	220441
C22ORF29	NA
MCM10	55388
PDE2A	5138
SAE1	10055
BCKDHB	594
CASR	846
OSTF1	26578
ACAA2	10449
ACBD6	84320
MCM7	4176
C6ORF145	NA
MOGAT2	80168
CCDC97	90324
XPO5	57510
CELSR3	1951
ZIC2	7546
METTL6	131965
PLOD3	8985
FBXO43	286151
PROSC	11212
HSP90AB1	3326
CDH19	8642
FITM1	161247
TMEM106C	79022
GJC1	10052
ZFP36L1	677
SLC19A3	80704
FLAD1	80308
MCM2	4171
MDK	4192
SLC35D1	23169
DHX34	9704
ZNF174	7727
KLKB1	3818
SAPS1	22870
KIAA0415	9907
ZNF775	285971
ST3GAL6	10402
MAP2K1	5604
SFRS2B	10929
CDA	978
SPRYD4	283377
POLD1	5424
OTUB2	78990
POLA2	23649
RAD51	5888
KIAA1841	84542
RFX5	5993
GMNN	51053
ALDH2	217
DCTN2	10540
KPNA2	3838
VPS11	55823
MUT	4594
FOXK1	221937
MEIS3P1	4213
USP21	27005
DEDD	9191
MSH2	4436
CCT3	7203
CCT6A	908
CYP2C19	1557
C9ORF103	NA
IFNAR1	3454
GLYAT	10249
MRO	83876
CYP2C9	1559
CD200	4345
PTGS2	5743
ZC3H3	23144
DEPDC7	91614
ACAT1	38
RUSC1	23623
SETDB1	9869
C19ORF61	NA
BNIP2	663
MTHFD2L	441024
C3P1	388503
VPS72	6944
E2F2	1870
RNASEH2A	10535
CDK5	1020
CREBL2	1389
NECAB3	63941
ASF1B	55723
HS3ST3A1	9955
DOCK6	57572
GINS1	9837
GCH1	2643
KLC2	64837
ERRFI1	54206
SLC22A10	387775
KCNJ16	3773
CDKN2BAS	100048912
FBXL3	26224
TNXB	7148
VMO1	284013
E2F8	79733
DNAJC12	56521
ELOVL1	64834
GNPNAT1	64841
CBR4	84869
UGT2B7	7364
NDEL1	81565
MFAP4	4239
SOCS6	9306
MARCH4	57574
AQP3	360
TMEM79	84283
MAN1C1	57134
TMEM201	199953
ADH4	127
COL4A2	1284
EPHX2	2053
TMEM82	388595
PRIM2	5558
LILRA5	79166
PDGFRA	5156
RGS5	8490
HDAC11	79885
TK1	7083
FAM122A	116224
GLOD4	51031
MAPT	4137
SPP2	6694
AFM	173
AK3	205
AGL	178
CAD	790
CKAP2L	150468
ABCC10	89845
PRCC	5546
GPRASP1	9737
TPPP2	122664
SNX27	81609
C6	729
ASS1	445
IGF1	3479
SF3B4	10262
GABRP	2568
ASPA	443
SARDH	1757
DLGAP2	9228
CD163	9332
NNMT	4837
GPHN	10243
JUNB	3726
MTBP	27085
FAHD2A	51011
CSF3R	1441
ALDH6A1	4329
KLF11	8462
EPRS	2058
CBFA2T2	9139
RBM7	10179
ATP6AP1	537
ARHGAP10	57584
FAM134B	54463
KAT2A	2648
FCGR2C	9103
STIP1	10963
OXT	5020
IYD	389434
CD244	51744
RCBTB2	1102
HCFC1	3054
CDCA2	157313
UBE2Q1	55585
GPAA1	8733
NR2C2AP	126382
MMADHC	27249
LHX2	9355
FANCC	2176
KIF11	3832
FAM111B	374393
HOXD4	3233
STIL	6491
PAQR4	124222
RIC8A	60626
KDSR	2531
NFKBIL2	4796
LYRM5	144363
ANXA10	11199
RAD1	2072
FAM54A	113115
RHEB	6008
FCAR	2204
UBE2A	7319
ACADSB	36
HK3	3101
ORC6L	23594
MAD2L1	4085
BGN	633
LRRC4C	57689
SELP	6403
EFNA4	1945
C11ORF24	NA
WDHD1	11169
LONRF1	91694
GJB2	2706
MESP1	55897
CDKN2C	1031
KDM6B	23135
ADAM15	8751
SCNM1	79005
ZFPM2	23414
KIRREL3	84623
MASP1	5648
SDHB	6390
S100A8	6279
UBQLN4	56893
LPAL2	80350
ZNF251	90987
TDO2	6999
ARHGEF11	9826
PPM1G	5496
CAT	847
PRR18	285800
DSCAM	1826
HECA	51696
TRPV4	59341
SFRS5	6430
PCK1	5105
AIG1	51390
ID1	3397
WDR76	79968
OTX1	5013
FAM72B	653820
GLS2	27165
RABIF	5877
PLIN2	123
KIF15	56992
LOC152225	152225
SAA4	6287
TLR4	7099
GPD1	2819
LPPR2	64748
GIPC2	54810
IQCE	23288
YEATS2	55689
CSAD	51380
FANCD2	2177
IRAK1	3654
DMGDH	29958
CTBS	1486
MYO1B	4430
EPHA2	1969
CAMK4	814
C14ORF53	NA
SPG20	23111
ZNF335	63925
SHCBP1	79801
CEACAM3	1084
GNAZ	2781
ADCY6	112
GRHPR	9380
KMO	8564
PEX13	5194
RAB12	201475
ACLY	47
PMP2	5375
EDC3	80153
SCRIB	23513
DHX57	90957
C17ORF82	NA
SNX9	51429
CENPW	387103
IDO2	169355
CD302	9936
ZKSCAN5	23660
NPLOC4	55666
ATP8B4	79895
KIAA0101	9768
CCDC34	91057
HEBP1	50865
GADD45B	4616
CENPK	64105
COL9A1	1297
GPR126	57211
SERINC1	57515
TTL	150465
CYP4A11	1579
FAM149A	25854
CDHR2	54825
DPF3	8110
CCDC25	55246
RDBP	7936
SLC7A4	6545
BBOX1	8424
GRHL2	79977
ITGA6	3655
GOT2	2806
SLC16A5	9121
ADAM6	8755
PIAS3	10401
DHODH	1723
EGR2	1959
CCDC142	84865
MCRS1	10445
SEC62	7095
TRPC6	7225
TRIM45	80263
LIN7C	55327
VSIG4	11326
EPM2A	7957
STEAP4	79689
HPS5	11234
MT1L	4500
ADAMTSL2	9719
MS4A7	51338
C9ORF95	NA
C21ORF58	NA
ID2B	84099
TBCE	6905
CCDC93	54520
TUBG1	7283
CXCR2P1	3580
PYGB	5834
PNP	4860
FREM1	158326
CCNA2	890
TMEM184B	25829
BCAT2	587
LAMC1	3915
AP3B1	8546
HIST2H4A	8370
GLP2R	9340
KIAA0907	22889
RIPK4	54101
SYTL5	94122
C21ORF33	NA
PHLDB2	90102
E2F7	144455
CENPI	2491
LOXL2	4017
TPX2	22974
ACSL1	2180
GGT5	2687
CUL7	9820
SIX2	10736
SUCLG2	8801
AKR1C3	8644
ANKRD27	84079
RPS6KA6	27330
BSDC1	55108
SLC39A5	283375
C9ORF25	NA
ABCC5	10057
CHAF1A	10036
ZNF696	79943
PGLYRP2	114770
PIGV	55650
PSMC3IP	29893
PODXL	5420
SPTAN1	6709
PCSK2	5126
TJP2	9414
TEX19	400629
UCK2	7371
RIC3	79608
GTF2IP1	2970
AQP7	364
ITGA9	3680
FOXS1	2307
DDX41	51428
SLC16A2	6567
SRD5A1	6715
F8	2157
FANCE	2178
CPSF3	51692
DTYMK	1841
FTCD	10841
LY6H	4062
ZNF692	55657
RAD51AP1	10635
LDHD	197257
TPT1	7178
NRXN1	9378
ZNF259	8882
INTS8	55656
ACADL	33
SYT9	143425
B4GALT3	8703
FAM82A1	151393
KIF24	347240
SLC31A1	1317
SLC9A9	285195
RNF180	285671
F9	2158
CFI	3426
PEX3	8504
CLSPN	63967
ZFP62	643836
PPM1F	9647
MARS	4141
CD14	929
HGFAC	3083
ROBO1	6091
TRPV6	55503
C5ORF46	NA
OIP5	11339
MXRA5	25878
TSPAN7	7102
ANKRD13B	124930
BLOC1S3	388552
USP15	9958
CPT2	1376
C8A	731
TRPM8	79054
TMEM56	148534
EGFL6	25975
CABIN1	23523
PEX11G	92960
ACOT12	134526
THOC5	8563
NKX3-1	4824
TNFRSF11B	690
CASC3	22794
IL13RA2	3598
KLF10	7071
GCKR	2646
DEFA1B	728358
UXS1	80146
POLR1E	64425
PI4KB	5298
IQCC	55721
NETO2	81831
NR4A1	3164
FANCG	2189
MRC1	4360
PROZ	8858
FAM164C	79696
MYOM2	9172
PPP2R2A	5520
SLITRK3	22865
SCP2	6342
ZG16	653808
GLUD1	2746
PPOX	3060
NAPSB	256236
DUSP1	1843
CBARA1	10367
DNAH14	127602
XRCC1	7515
KIAA1797	54914
MYO19	80179
DENND4B	9909
STOM	2040
ZNF517	340385
NCAM1	4684
MTHFD1	4522
ADH6	130
SIGLEC1	6614
C11ORF54	NA
ADH1A	124
CYP4A22	284541
CANT1	124583
EGR3	1960
TEK	7010
DPPA4	55211
IER2	9592
SHC1	6464
DUSP5	1847
FGF23	8074
H2AFZ	3015
PDLIM5	10611
EMR1	2015
MRPL39	54148
CYP4V2	285440
LOC388152	NA
HBB	3043
FAH	2175
PPP1R3B	79660
PSPH	5723
SEMA4F	10505
ENO3	2027
HIST2H3C	126961
GIT1	28964
PSMD10	5716
CUL9	23113
TMEM192	201931
C14ORF73	NA
ADH1C	126
NUSAP1	51203
AP4M1	9179
DSN1	79980
PCCA	5095
THBS1	7057
ALAS1	211
FPR2	2358
RANBP3L	202151
CTNNA3	29119
RAD54B	25788
POLQ	10721
TIGD5	84948
FAM46A	55603
DHRS1	115817
ABHD6	57406
SLC45A3	85414
TRIM11	81559
ZNF526	116115
PTPN3	5774
OGDHL	55753
NSUN6	221078
PIK3C2G	5288
SAC3D1	29901
WDR17	116966
ACVR2A	92
RAB14	51552
C1QTNF1	114897
ATF3	467
SGK1	6446
ERVFRDE1	405754
C1ORF9	NA
GPC3	2719
PROK2	60675
IL20RA	53832
EXOC7	23265
SORL1	6653
TMC7	79905
LIN9	286826
IL1B	3553
TMCO7	79613
C12ORF32	NA
HAND2	9464
LOC100125556	NA
IL1RN	3557
IRGQ	126298
CLRN3	119467
PDIA5	10954
POC5	134359
HIST1H2AM	8336
FGL2	10875
ASPDH	554235
SUV420H2	84787
QARS	2058
MBL2	4153
SVEP1	79987
MARK4	57787
CCNE1	898
IDUA	3425
ISOC1	51015
TBC1D15	64786
AIM1	202
ACSM5	54988
C19ORF40	NA
PIGT	51604
DNAJC6	9829
SGOL1	151648
ABAT	18
MGC16703	NA
STAB1	23166
SPTLC3	55304
PDGFA	5154
SLITRK2	84631
SLC26A2	1836
TERF2IP	54386
FAM188A	80013
RASGRF2	5924
AJAP1	55966
HAUS5	23354
RAD18	56852
NUDT1	4521
ATP11C	286410
IGF2	3481
SGPP1	81537
FAM169B	283777
MAP4K2	5871
PSMD2	5708
TSEN54	283989
H2AFX	3014
SLC46A3	283537
CDH24	1016
L1CAM	3897
PNRC1	10957
SH3BP5L	80851
ATRIP	84126
RECQL5	9400
KIAA0100	9703
DUSP14	11072
SLC8A1	6546
STX1A	6804
WHSC1	7468
SOX10	6663
FAM198A	729085
COLEC11	78989
C12ORF39	NA
COG2	22796
GADD45G	10912
GPR65	8477
MAP2K3	5606
CDC25A	993
DPF2	5977
ZEB2	9839
SIX1	6495
DAZAP2	9802
EPS8L3	79574
TMBIM6	7009
GCGR	2642
CCDC3	83643
GMEB2	26205
NT5DC1	221294
IL10	3586
NR4A3	8013
SEC24B	10427
FEZ1	9638
POLM	27434
CD226	10666
TMEM170A	124491
C9ORF78	NA
MAF	4094
NKIRAS1	28512
PDE7B	27115
MCM5	4174
DGKQ	1609
GINS3	64785
SLC22A3	6581
TRIM65	201292
LYRM1	57149
ZNF707	286075
FAM72A	729533
TMEM45A	55076
SLCO4C1	353189
RNASEN	29102
FBF1	85302
CTSA	5476
ARHGAP39	80728
TSPAN12	23554
IGLON5	402665
MIP	3842
AVPI1	60370
CNOT3	4849
MED24	6837
ABCC9	10060
COBLL1	22837
MCAM	4162
SERPING1	710
ABCA1	19
PGLYRP1	8993
XRCC3	7517
PORCN	64840
TRMT11	60487
PLCE1	51196
TMEM132E	124842
CTSO	1513
PTGER2	5732
CD164	8763
TPMT	7172
CYP4F12	66002
CSE1L	1434
CSMD2	114784
FCGRT	2217
ECHDC2	55268
FYN	2534
SLC10A1	6554
DUSP10	11221
KIAA1522	57648
GMPS	8833
LPIN2	9663
NUP37	79023
SCARA5	286133
WDR66	144406
RDH5	5959
C8B	732
PSME3	10197
SLC25A20	788
C20ORF20	NA
TIGD1	200765
SERF1A	8293
NRG3	10718
NR1I2	8856
EPHB1	2047
USF1	7391
WDR72	256764
AGPAT2	10555
GOLPH3L	55204
MLF1IP	79682
CBX2	84733
TSPAN9	10867
TUBA1B	10376
KLF6	1316
TNFRSF1A	7132
C4ORF34	NA
C1ORF35	NA
APOL6	80830
DUS4L	11062
TP53I3	9540
SLBP	7884
USP38	84640
DNAJC16	23341
NDFIP2	54602
RFWD2	64326
AGXT2L2	85007
C1ORF77	NA
NEGR1	257194
KLF9	687
TMEM154	201799
ZNF7	7553
ADAMTS1	9510
HOXD3	3232
TCF15	6939
NUDT17	200035
SLC35A1	10559
FOLH1	2346
ZNF282	8427
HOXD10	3236
SEPSECS	51091
GOLGA3	2802
C20ORF56	NA
PRPF40B	25766
P2RY13	53829
SLC27A2	11001
C7ORF70	NA
INCENP	3619
KANK4	163782
R3HDM1	23518
SUV39H2	79723
FAM83H	286077
C6ORF72	NA
LOC255167	NA
ZNF71	58491
DEPDC1B	55789
GRM8	2918
SAP130	23450
JHDM1D	80853
SERPINE1	5054
GBAP1	2630
RBBP7	5931
CCDC123	84902
LHX4	89884
CLPX	10845
ALLC	55821
IGFBP4	3487
FSTL4	23105
ST8SIA6	338596
ECHS1	1892
TMEM164	84187
CKS1B	1163
AGBL4	84871
S100A12	6283
SLAIN1	122060
SPTBN2	6712
CHEK1	1111
ACACB	32
CACYBP	27101
CLEC4GP1	440508
DHTKD1	55526
TMEM104	54868
RBM34	23029
TUSC1	286319
NAT9	26151
FAM176A	84141
SLC7A8	23428
NXPH4	11247
PHGDH	26227
TCHH	7062
DTX1	1840
GATA6	2627
GRPEL2	134266
GPR125	166647
C1ORF162	NA
CILP	8483
TIAM1	7074
MTA3	57504
HBA2	3040
KIAA0556	23247
NIT2	56954
ZCCHC2	54877
ATP13A1	57130
CRYL1	51084
DHX37	57647
PTCD1	26024
COMT	1312
LIG3	3980
SAMD12	401474
ZNF295	49854
PRKAR2B	5577
KCND3	3752
FPR1	2357
TJAP1	93643
CPSF6	11052
PIF1	80119
C20ORF117	NA
ZDBF2	57683
CLEC12A	160364
TOR1A	1861
BLM	641
KNTC1	9735
GABARAPL1	23710
GBP7	388646
LMNB2	84823
ZNF646	9726
C19ORF66	NA
TCF3	6929
INTS4	92105
SSR2	6746
GPR83	10888
TACSTD2	4070
VARS	7407
UBXN8	7993
MOSC2	54996
NSMCE2	286053
CCL4	6351
PRKRIP1	79706
CCDC90B	60492
HAO1	54363
MAN1A1	4121
ZSCAN2	54993
CCT6B	10693
SAMD1	90378
C14ORF93	NA
IL3RA	3563
STX11	8676
MAST2	23139
CXCR2	3579
PI16	221476
NCAPD2	9918
RFPL1	5988
ST7	7982
FAM40B	57464
DUSP12	11266
PALM2-AKAP2	445815
FGFR1OP2	26127
MMP11	4320
NSUN5	55695
TAZ	6901
HAAO	23498
NHLRC3	387921
PUS10	150962
FCGR3B	2215
DMD	1756
C15ORF43	NA
SLC25A37	51312
NPY5R	4889
SMG7	9887
PCTP	58488
SLC16A4	9122
PCA3	50652
TFPI2	7980
TTC39B	158219
RXFP1	59350
AARS2	57505
VWF	7450
SSFA2	6744
CAND2	23066
GCDH	2639
PLEKHA2	59339
MCL1	4170
PGA3	643834
JUN	3725
CYP8B1	1582
CBX8	57332
ACADM	34
VBP1	7411
C6ORF225	NA
EZH1	2145
KIAA1462	57608
PLK4	10733
TRAF2	7186
HELLS	3070
CRTC2	200186
CLK2	1196
PDZD11	51248
NEU1	4758
PRODH2	5625
ARPC5	10092
DNMT3A	1788
KCTD7	154881
KIFC2	90990
PAFAH1B3	5050
GAS1	2619
TPD52L2	7165
DBT	1629
MCM8	84515
CCL3	6348
CKAP2	26586
BHMT	635
CHAF1B	8208
ZIC5	85416
FAM150B	285016
MORC2	22880
RNF130	55819
CCHCR1	54535
FCHSD2	9873
CSPG5	10675
CCR1	1230
ITGA7	3679
AXL	558
FTSJD1	55783
GLYATL3	389396
THRSP	7069
FETUB	26998
BLNK	29760
INPP5B	3633
OBFC2B	79035
AGPAT1	10554
PLEC	5339
GTF2IRD1	9569
MTHFD1L	25902
MUM1L1	139221
SLC38A4	55089
ZNF142	7701
ATOH8	84913
CYP2J2	1573
RBP7	116362
FAM83E	54854
CSTF2	1478
FBXL19	54620
WDR12	55759
SGEF	26084
ATF5	22809
LIG1	3978
IPO9	55705
SCN4A	6329
HEATR1	55127
CLN3	1201
ARID3C	138715
TMEM25	84866
DBF4B	80174
UBE2O	63893
PCBP4	57060
SMC4	10051
IL1RL1	9173
MAZ	4150
SMPD4	55627
SNAPIN	23557
PON3	5446
SLCO2B1	11309
C5ORF4	NA
MXD3	83463
DDB1	1642
PTP4A3	11156
HMOX1	3162
PDE8A	5151
PROM1	8842
MEGF10	84466
PMPCA	23203
DSTYK	25778
BFSP1	631
UTP14A	10813
TBC1D16	125058
SPARCL1	8404
FAM20B	9917
APOL1	8542
P2RY12	64805
C4ORF3	NA
CPSF1	29894
SLC4A2	6522
RYBP	23429
HSD17B2	3294
LDLR	3949
SLC27A5	10998
CYP4F2	8529
CFL2	1073
LMAN1	3998
AKR7A3	22977
YKT6	10652
ECE1	1889
SYDE2	84144
C1ORF156	NA
SDHD	6392
BDH1	622
AIM1L	55057
XRCC2	7516
CLCN2	1181
MPZL1	9019
YY1AP1	55249
CBX1	10951
TATDN2	9797
CCDC64B	146439
ATXN7L3	56970
DCAF11	80344
NES	10763
SNRPE	6635
JAG2	3714
C12ORF34	NA
QDPR	5860
ZNF219	51222
GPATCH4	54865
FAM72D	728833
PRNP	5621
CCDC137	339230
RNF215	200312
MAOB	4129
REPIN1	29803
GPRIN1	114787
ATP6V1C1	528
NCKAP5	344148
UPF3B	65109
STRADB	55437
IL1RAPL2	26280
APOA1BP	128240
MYCT1	80177
NFAM1	150372
RCN2	5955
LZTS1	11178
CTSB	1508
DNAJC5	80331
CRBN	51185
CXCR1	3577
STX6	10228
HEATR7A	727957
LARP1	23367
STK40	83931
C3ORF71	NA
SNRPB	6628
KCNE1	3753
MT1DP	326343
SNHG1	23642
B3GALNT2	148789
ADORA3	140
ACOX2	8309
ACOT2	10965
TAOK2	9344
P4HA2	8974
CA2	760
ZFAT	57623
VNN1	8876
SLC6A16	28968
TMEM145	284339
LEAP2	116842
HRSP12	10247
DNMT1	1786
DOPEY1	23033
KIAA1524	57650
SLC1A1	6505
DYNC1H1	1778
KAZ	23254
RTEL1	51750
DNAJB11	51726
USP39	10713
EFTUD2	9343
PPP2CB	5516
C4ORF46	NA
CMPK1	51727
LOC220930	NA
EMILIN1	11117
RNASE4	283
SLC7A11	23657
NFKBIZ	64332
LIPC	3990
SOCS3	9021
ABCD4	5826
N4BP3	23138
CKAP5	9793
PPBP	5473
GRAMD1A	57655
SIRT1	23411
UBE2D3	7323
CPSF4	10898
SCN7A	6332
TPD52L1	7164
PHYHD1	254295
C6ORF115	NA
MYO16	23026
BLK	640
RBM28	55131
HDAC6	10013
THEM5	284486
NFE2L2	4780
IGSF3	3321
PROS1	5627
PYCR2	29920
PRPF3	9129
EED	8726
NCRNA00107	283981
UGT2B10	7365
LRRC19	64922
