Category	Term	Count	Mir	Percentage	Pval	Pval.BH	Pval.Bonf
function	Bone regeneration	3	hsa-let-7b, hsa-mir-1, hsa-mir-155	8.82352941176471	0.0182608942460055	0.317678277651737	0.493044144642148
function	Cell differentiation	2	hsa-mir-1, hsa-mir-155	11.7647058823529	0.037495696641844	0.317678277651737	1
disease	Liposarcoma	2	hsa-let-7b, hsa-mir-155	50	0.000357318170057476	0.0364464533458625	0.0364464533458625
disease	Renal Insufficiency	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Colorectal Neoplasms, Hereditary Nonpolyposis	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Francisella	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Fibroblasts	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Cystic Fibrosis	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Intervertebral Disk	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Encephalomyelitis, Autoimmune, Experimental	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Gastritis, Atrophic	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Colitis	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Cataract	1	hsa-let-7b	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Graft vs Host Disease	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Diabetes Complications	1	hsa-mir-155	100	0.00865051903114167	0.0678733031674192	0.88235294117645
disease	Asthma	2	hsa-let-7b, hsa-mir-155	9.52380952380952	0.0117820090879033	0.0858403519261524	1
disease	Down Syndrome	1	hsa-mir-155	50	0.0172410691261927	0.0925573184669293	1
disease	Lymphoma, Extranodal NK-T-Cell	1	hsa-mir-155	50	0.0172410691261927	0.0925573184669293	1
disease	Behcet Syndrome	1	hsa-mir-155	50	0.0172410691261927	0.0925573184669293	1
disease	Carcinoma, Neuroendocrine	1	hsa-mir-155	50	0.0172410691261927	0.0925573184669293	1
disease	Stomach Diseases	1	hsa-mir-155	50	0.0172410691261927	0.0925573184669293	1
disease	Hypertrophy	2	hsa-let-7b, hsa-mir-155	7.40740740740741	0.0192785054967644	0.0983203780334984	1
disease	Inflammation	2	hsa-mir-155, hsa-let-7b	6.45161290322581	0.0251788985818601	0.114293051634036	1
disease	Lymphoma, Non-Hodgkin	1	hsa-mir-155	33.3333333333333	0.0257719626233611	0.114293051634036	1
disease	Demyelinating Diseases	1	hsa-mir-155	33.3333333333333	0.0257719626233611	0.114293051634036	1
disease	Pre-Eclampsia	2	hsa-mir-155, hsa-let-7b	5.55555555555556	0.0335093681017241	0.142414814432328	1
disease	Hepatitis C	2	hsa-mir-155, hsa-let-7b	5.40540540540541	0.0352975282610607	0.144013915305127	1
disease	Cerebral Hemorrhage	1	hsa-mir-155	20	0.0426560237468102	0.161144978599061	1
disease	Periodontal Diseases	1	hsa-mir-155	20	0.0426560237468102	0.161144978599061	1
disease	Myelodysplastic Syndromes	2	hsa-let-7b, hsa-mir-155	4.76190476190476	0.044820328721896	0.162593771367539	1
disease	Nasopharyngeal Neoplasms	2	hsa-let-7b, hsa-mir-155	4.54545454545455	0.0488916143611522	0.162593771367539	1
