gene.symbol	gene.entrezid
SELP	6403
DTL	10673
TARBP1	6894
CEP55	55165
DCN	1634
ASPM	259266
SYT9	143425
E2F2	1870
TPPP2	122664
IL1RAP	3556
KLHL12	59349
LRRN1	4034
PLSCR4	57088
SHCBP1	79801
MFSD2A	84879
MS4A6A	64231
CAP2	5271
SAE1	10055
SPRY2	10253
TSLP	85480
CYS1	192668
FLVCR1	28982
KLHL15	80311
SIGLEC11	114132
LOC222699	NA
CDKN2BAS	100048912
ENAH	55740
VMO1	284013
MMAA	166785
C12ORF48	NA
APOF	319
DUSP6	1848
SMG5	23381
ARHGAP11A	9824
IP6K1	9807
CDCA2	157313
STIL	6491
LHX2	9355
DDX39	10212
LRRC4	64101
AURKA	6790
LILRA2	11027
RFC4	5984
COL9A1	1297
DCTN2	10540
CXCL2	2920
DSE	29940
MT1L	4500
SHBG	6462
IVD	3712
PPAPDC1A	196051
RNF125	54941
ASF1B	55723
DNAJC25	548645
MYBL2	4605
SLCO4C1	353189
TRPV4	59341
UGP2	7360
C8ORF33	NA
RECQL4	9401
ILF2	3608
ADRA1B	147
ECT2	1894
SRD5A2	6716
CENPW	387103
HMGXB3	22993
WNT2	7472
SIGLEC9	27180
SLC39A14	23516
HOXD4	3233
SKAP1	8631
PDZRN4	29951
MCC	4163
ORC6L	23594
SAPS1	22870
SGOL2	151246
ZFP36	7538
FRMD4B	23150
NXPH4	11247
TCF19	6941
SHPK	23729
DHX34	9704
HAO2	51179
C19ORF61	NA
GPR123	84435
TRPC6	7225
TSGA14	95681
ZFP41	286128
LRRC4C	57689
PBLD	64081
IL33	90865
MYOM2	9172
GRHL2	79977
TCOF1	6949
RCL1	10171
MARCH4	57574
ACBD6	84320
HSP90AB1	3326
VPS11	55823
EHMT2	10919
IGJ	3512
MCM7	4176
NRBF2	29982
SLC31A2	1318
CCNE1	898
NFIL3	4783
PLOD3	8985
UROC1	131669
C7ORF58	NA
NT5DC2	64943
CCDC97	90324
BEND4	389206
ASPA	443
ZNF330	27309
RFX5	5993
WDR67	93594
RAD51	5888
SCARA5	286133
SPSB4	92369
TMEM106C	79022
C11ORF17	NA
TMEM206	55248
FLAD1	80308
DOCK6	57572
SATB1	6304
TMEM201	199953
KIAA0415	9907
NR2C2AP	126382
CNBP	7555
CD244	51744
ANKRD52	283373
DEDD	9191
FAM54A	113115
KLC2	64837
ABCC10	89845
LILRB5	10990
ZFPM2	23414
PEMT	4582
MFAP4	4239
ERLIN1	10613
CD200	4345
ZWINT	11130
MRO	83876
GINS1	9837
PALM2	114299
IDO2	169355
CKAP2L	150468
METTL6	131965
GNE	10020
ZC3H3	23144
CENPI	2491
EBF1	1879
ZADH2	284273
FOXK1	221937
POLD1	5424
EGR1	1958
PROM2	150696
RHOB	388
LILRA5	79166
NVL	4931
ELOVL1	64834
CCT6A	908
PRCC	5546
MOGAT2	80168
SETDB1	9869
XPO5	57510
RAB25	57111
TACSTD2	4070
DNAJC12	56521
SF3B4	10262
VPS72	6944
RAD1	2072
KIAA1841	84542
C9ORF72	NA
NECAB3	63941
SIX2	10736
CENPK	64105
ASPG	374569
IGLON5	402665
KPNA2	3838
COL4A2	1284
CCT3	7203
RASGEF1B	153020
MCM2	4171
GPR146	115330
STEAP3	55240
RGS5	8490
TMEM66	51669
MFAP3L	9848
SNX27	81609
NAAA	27163
CDA	978
GPRASP1	9737
REPS1	85021
C17ORF82	NA
PDGFRA	5156
CASR	846
LPAL2	80350
POLA2	23649
E2F7	144455
SPG20	23111
RANBP3L	202151
ZNF775	285971
FAM5B	57795
NCRNA00181	503538
OTX1	5013
CCNA2	890
FOXS1	2307
MSH2	4436
SLC28A3	64078
WDHD1	11169
ATP6AP1	537
STIP1	10963
NR3C2	4306
CYP2C19	1557
DLC1	8655
RIC3	79608
LY6H	4062
ALDH1B1	219
RNF152	220441
WDR66	144406
PDE2A	5138
CAMK4	814
MAPT	4137
NDRG2	57447
TAPT1	202018
HOXD3	3232
HMGCL	3155
SYTL5	94122
TRIM45	80263
SLC38A2	54407
INTS10	55174
CDKN2A	1029
CDK5	1020
ADAM15	8751
C14ORF68	NA
CDH24	1016
ANTXR2	118429
USP21	27005
SGOL1	151648
MUM1L1	139221
RNASEH2A	10535
NETO2	81831
HS3ST3A1	9955
CELSR3	1951
UBE2A	7319
TNXB	7148
SCNM1	79005
TEX19	400629
ZGPAT	84619
GPAA1	8733
TMEM82	388595
EPRS	2058
FAM134B	54463
PHLDA1	22822
ATP13A4	84239
TSPYL1	7259
OXT	5020
FCGR2C	9103
HDAC11	79885
ACAA1	30
KIF11	3832
PRIM2	5558
DDX19B	11269
ACAD11	84129
NAT1	9
LOC100133669	100133669
C22ORF29	NA
LOXL2	4017
GHR	2690
RUSC1	23623
ALDH2	217
MYD88	4615
UBE2Q1	55585
CCDC28A	25901
RABIF	5877
KAT2A	2648
MCRS1	10445
C9ORF103	NA
HCFC1	3054
MUC6	4588
TK1	7083
ABCA8	10351
ID1	3397
MDK	4192
ZNF174	7727
C7	730
C6ORF145	NA
FPR2	2358
CBFA2T2	9139
FANCD2	2177
MTBP	27085
POLQ	10721
FAM72B	653820
RIC8A	60626
PANK1	53354
RAD51AP1	10635
ID2B	84099
MESP1	55897
CILP	8483
CDHR2	54825
CLSPN	63967
EDNRB	1910
PGM1	5236
UBQLN4	56893
CIDEB	27141
CAD	790
LY6E	4061
MAP2K1	5604
MAN1C1	57134
MAD2L1	4085
EGFL6	25975
ZNF251	90987
PAQR4	124222
ADK	132
OIP5	11339
EMR1	2015
PIAS3	10401
FAM111B	374393
FREM1	158326
OSTF1	26578
TLR4	7099
WDR76	79968
SVEP1	79987
ZDBF2	57683
NPLOC4	55666
CAND2	23066
ZFP36L1	677
HK3	3101
ZNF335	63925
PYGB	5834
PPM1G	5496
SIX1	6495
PRR18	285800
TMEM184B	25829
DDX41	51428
KANK4	163782
S100A8	6279
IRAK1	3654
FERMT2	10979
BCKDHB	594
LARP1B	55132
DPF3	8110
BNIP2	663
KCNK17	89822
SPTAN1	6709
STEAP4	79689
FAM72A	729533
TMEM132E	124842
IGF1	3479
YEATS2	55689
SCRIB	23513
OTUB2	78990
RDBP	7936
RHEB	6008
BCHE	590
EGR2	1959
PCA3	50652
FXYD1	5348
ACLY	47
TMEM220	388335
CDKN2C	1031
IL1B	3553
ACSM3	6296
EGR3	1960
EPB41L4B	54566
CEACAM3	1084
MLYCD	23417
TCF15	6939
ARHGEF11	9826
AKR1C3	8644
GIT1	28964
LAMC1	3915
LYPD2	137797
NDEL1	81565
CD226	10666
KIRREL3	84623
PSMC3IP	29893
FAM72D	728833
SPRYD4	283377
EDC3	80153
GBA3	57733
C21ORF58	NA
SLAIN1	122060
INTS8	55656
GTF2IP1	2970
CLIC6	54102
HSD17B13	345275
FAM83D	81610
TIGD5	84948
RCBTB2	1102
CXCR2P1	3580
ITGA6	3655
KDM6B	23135
SAC3D1	29901
ANKRD13B	124930
NKX3-1	4824
PROSC	11212
FANCC	2176
ACAT1	38
PDE7B	27115
TMEM79	84283
ARHGAP10	57584
PI4KB	5298
FSTL4	23105
XRCC2	7516
FAM198A	729085
BLOC1S3	388552
ACAA2	10449
C9ORF25	NA
TTL	150465
IL20RA	53832
TMEM154	201799
UXS1	80146
AGL	178
DHX57	90957
CHAF1A	10036
MAP2K4	6416
JUNB	3726
LONRF1	91694
IQCE	23288
IFNAR1	3454
TERT	7015
SLC16A5	9121
MARS	4141
TUBG1	7283
CPSF3	51692
NFKBIL2	4796
GGT5	2687
HIST2H3C	126961
EPHA2	1969
ADCY6	112
TNFRSF11B	690
XRCC1	7515
GMNN	51053
CCDC34	91057
DSN1	79980
ANXA10	11199
LPPR2	64748
EFNA4	1945
ABCC5	10057
FANCE	2178
ZIC5	85416
LPL	3936
MTHFD2L	441024
MXRA5	25878
UCK2	7371
KLF11	8462
PMP2	5375
PZP	5858
PPM1F	9647
SLITRK3	22865
SLC9A9	285195
CSAD	51380
GCH1	2643
GINS3	64785
FAHD2A	51011
B4GALT3	8703
CBX2	84733
CCDC123	84902
CREBL2	1389
PIF1	80119
ANKRD27	84079
FAM40B	57464
PODXL	5420
ZKSCAN5	23660
LYRM5	144363
GPHN	10243
MAGEA1	4100
CANT1	124583
DUSP5	1847
H2AFZ	3015
MYO18B	84700
KIF24	347240
RASGRF2	5924
ZNF696	79943
CASC3	22794
HIST1H2AM	8336
DTYMK	1841
TCHH	7062
CABIN1	23523
DNAH14	127602
CCDC93	54520
FAM164C	79696
MUT	4594
AP3B1	8546
ZNF692	55657
CLEC12A	160364
CLRN3	119467
PPOX	3060
SOCS6	9306
SHC1	6464
KIAA0907	22889
CYP2B6	1555
CXCR2	3579
ERRFI1	54206
HPS5	11234
PLGLB2	5342
CBR4	84869
FEZ1	9638
SLC16A4	9122
MARK4	57787
TBCE	6905
PCSK2	5126
TIAM1	7074
CUL7	9820
BMPR1B	658
GLOD4	51031
HECA	51696
ATP8B4	79895
ZG16	653808
PLK4	10733
TH	7054
ZNF259	8882
ST3GAL6	10402
EPM2A	7957
ITGA9	3680
RNF180	285671
CSMD2	114784
PTPN13	5783
RDM1	201299
FCAR	2204
ACADL	33
KCND3	3752
STX11	8676
AP4M1	9179
TPX2	22974
C12ORF39	NA
FBXL3	26224
C5ORF46	NA
KDSR	2531
GGT6	124975
PTGER2	5732
L1CAM	3897
HOXD10	3236
HGFAC	3083
C1ORF162	NA
THOC5	8563
IL1RL1	9173
QARS	2058
IL10	3586
EXOC7	23265
CSF3R	1441
SLC35D1	23169
ZNF517	340385
CAT	847
TMC7	79905
GYS2	2998
DHODH	1723
DENND4B	9909
C9ORF95	NA
PIGT	51604
ENO3	2027
FANCG	2189
PLCXD3	345557
CNOT3	4849
ZNF526	116115
CSPG5	10675
CYP2C8	1558
LHX4	89884
TSPAN7	7102
FAM150B	285016
C12ORF32	NA
SAMD12	401474
SFRS2B	10929
STX1A	6804
PHOSPHO1	162466
SLC22A10	387775
FAM122A	116224
NAPSB	256236
C11ORF24	NA
KIAA1797	54914
FGF23	8074
MGC16703	NA
PEX11G	92960
C14ORF53	NA
GADD45B	4616
RAD54B	25788
AQP7	364
AKR1D1	6718
USF1	7391
NRG3	10718
BGN	633
TFPI2	7980
PSMD10	5716
SLC26A2	1836
TUBA1B	10376
ASS1	445
GLS2	27165
WDR72	256764
CXCR1	3577
AGTR1	185
GCGR	2642
EPHX2	2053
MYO19	80179
KIAA0101	9768
KLKB1	3818
PSMD2	5708
XRCC3	7517
GNAZ	2781
NR4A1	3164
RAB12	201475
ADAMTSL2	9719
C1QTNF1	114897
SLC7A4	6545
LOC152225	152225
MCM5	4174
H2AFX	3014
HSF2BP	11077
AIG1	51390
RBBP7	5931
ZNF707	286075
ATP13A1	57130
PNP	4860
C1QTNF7	114905
PSPH	5723
CCL4	6351
SRD5A1	6715
CTSA	5476
ZFP62	643836
MCAM	4162
AK3	205
DEFA1B	728358
MIP	3842
ACADSB	36
LIN9	286826
SLC7A8	23428
C20ORF117	NA
MYO1B	4430
SNX9	51429
STC2	8614
LOC221122	221122
CCDC3	83643
BCAT2	587
PROK2	60675
KRTCAP3	200634
ST8SIA6	338596
SLC7A11	23657
C19ORF40	NA
RNASEN	29102
HEBP1	50865
LMNB2	84823
SLC22A1	6580
HBB	3043
C1ORF77	NA
IQCC	55721
PPP2R2A	5520
NUDT17	200035
C1ORF9	NA
POLR1E	64425
CD163	9332
CTNNA3	29119
C20ORF20	NA
GLP2R	9340
SDHB	6390
CCDC25	55246
KIAA0100	9703
TRIM11	81559
GOLGA3	2802
MRC1	4360
ASB16	92591
COG2	22796
CTHRC1	115908
FAM149A	25854
ALPL	249
PLIN2	123
CUL9	23113
MED24	6837
PEX3	8504
EPHB1	2047
TP73	7161
PIK3C2G	5288
P2RY12	64805
GIPC2	54810
TSEN54	283989
WHSC1	7468
S100A12	6283
ATRIP	84126
GBAP1	2630
IRGQ	126298
POC5	134359
MAMSTR	284358
FBP1	2203
IYD	389434
C6	729
ZEB2	9839
GREM2	64388
C6ORF225	NA
HAUS5	23354
C14ORF73	NA
GRHPR	9380
NEGR1	257194
FAM82A1	151393
SSC5D	284297
SUV420H2	84787
CCDC142	84865
GMPS	8833
CSE1L	1434
GAS1	2619
DUSP14	11072
IER2	9592
NHEDC2	133308
SLC8A1	6546
DPF2	5977
CD160	11126
FAM46A	55603
HIST2H4A	8370
C21ORF33	NA
ZNF282	8427
TAZ	6901
SLC19A3	80704
PIGV	55650
LIN7C	55327
PTGIR	5739
SLBP	7884
GSG2	83903
SFRS5	6430
CAMK2B	816
RFWD2	64326
FAM169B	283777
SEC62	7095
TRIM65	201292
PSME3	10197
SOX10	6663
SH3PXD2B	285590
CDC25A	993
TJP2	9414
ALDH6A1	4329
TIGD1	200765
ACSL1	2180
PDZD11	51248
TPD52L2	7165
NRXN1	9378
PDGFA	5154
BBOX1	8424
BLM	641
SERINC1	57515
NAT9	26151
TEK	7010
SGK1	6446
POLM	27434
TRPM8	79054
LOC388152	NA
RFX8	731220
ARPC5	10092
FAM188A	80013
GOT2	2806
PHLDB2	90102
DHDPSL	112817
CFI	3426
PORCN	64840
SUCLG2	8801
SSR2	6746
NUDT1	4521
CCT6B	10693
STOM	2040
CACYBP	27101
TMEM25	84866
KLF10	7071
SLC45A3	85414
DSCAM	1826
ISX	91464
GRM8	2918
ZNF7	7553
LOC100125556	NA
PRKRIP1	79706
PRPF40B	25766
ZFAT	57623
AQP3	360
CHST7	56548
PLEC	5339
RBM34	23029
ARHGAP39	80728
RECQL5	9400
CHEK1	1111
MS4A7	51338
ANXA3	306
ARID3C	138715
NSMCE2	286053
FAM83H	286077
NNMT	4837
SP6	80320
AVPI1	60370
PEX13	5194
ATF3	467
F8	2157
ERVFRDE1	405754
HBA2	3040
AGBL4	84871
PNRC1	10957
DUSP1	1843
GOLPH3L	55204
CTBS	1486
NUSAP1	51203
TPT1	7178
LOC389791	NA
FCGR3B	2215
C1ORF35	NA
TJAP1	93643
NUP37	79023
VSIG4	11326
VARS	7407
PRSS22	64063
THBS1	7057
DNAJC6	9829
PCK1	5105
GLYATL1	92292
DLGAP2	9228
TMEM45A	55076
MT1DP	326343
ANK3	288
PPP1R3B	79660
CPSF6	11052
MAZ	4150
HEPACAM	220296
SH3BP5L	80851
FYN	2534
EPS8L3	79574
MTA3	57504
ALDH8A1	64577
WDR17	116966
PLCE1	51196
MAP4K2	5871
AIM1	202
IDUA	3425
TSPAN11	441631
CYP2C9	1559
CSMD1	64478
CLK2	1196
PLEKHA2	59339
SMG7	9887
RBM7	10179
GRPEL2	134266
NSUN5	55695
GPR65	8477
CD302	9936
DHRS1	115817
MLF1IP	79682
GMEB2	26205
MMADHC	27249
KMO	8564
PDLIM5	10611
DEPDC1B	55789
HELLS	3070
SCP2	6342
PPP1R1C	151242
CCL3	6348
C14ORF93	NA
RNFT2	84900
CSTF2	1478
CLN3	1201
GPR83	10888
SERPING1	710
NEU1	4758
DYNC1H1	1778
YKT6	10652
KNTC1	9735
DNM3	26052
RIPK4	54101
FFAR2	2867
CD14	929
KLRF1	51348
SERF1A	8293
SLC16A2	6567
C9	735
INTS4	92105
MAST2	23139
VBP1	7411
TMEM164	84187
DTX1	1840
MMP11	4320
SEMA4F	10505
SIGLEC1	6614
TCF3	6929
MPZL1	9019
SFRS8	6433
DGKI	9162
TMEM104	54868
NSUN6	221078
CPSF1	29894
AIM1L	55057
MSX1	4487
AGPAT1	10554
FPR1	2357
CKS1B	1163
CYP4A22	284541
ODZ3	10178
TSPAN12	23554
NT5DC1	221294
CRTC2	200186
STAB1	23166
KIAA1522	57648
FBF1	85302
COLEC11	78989
GADD45G	10912
ABCC9	10060
IPO9	55705
FIBCD1	84929
FAH	2175
BSDC1	55108
KIAA0556	23247
MAP2K3	5606
CBX8	57332
SLC31A1	1317
ADAMTS1	9510
CPT2	1376
RDH16	8608
GJB2	2706
UGT2B7	7364
TAOK2	9344
TMCO7	79613
SUV39H2	79723
FBXL19	54620
FAM57B	83723
FAM20B	9917
ATP6V1C1	528
PITX1	5307
SNRPE	6635
IL3RA	3563
SLC4A2	6522
STX6	10228
SLC35E4	339665
CYP4V2	285440
TMEM56	148534
TRMT11	60487
UTP14A	10813
PCCA	5095
CAPN11	11131
SNRPB	6628
ADAMTS2	9509
CCDC137	339230
SMPD4	55627
C8ORF79	NA
SARDH	1757
SEPT8	23176
LDHD	197257
BCAN	63827
EZH1	2145
EFTUD2	9343
CBARA1	10367
TGFA	7039
GLUD1	2746
ACVR1C	130399
APOA1BP	128240
RDH5	5959
LIG1	3978
TP53I3	9540
NCKAP5	344148
IGF2BP1	10642
C8ORF77	NA
MTHFD1	4522
CHAF1B	8208
YY1AP1	55249
ATP11C	286410
IL1RN	3557
SLC25A37	51312
DUSP10	11221
BLK	640
GPD1	2819
SAP130	23450
DGKQ	1609
ACVR2A	92
SGCA	6442
THRSP	7069
FHL1	2273
NCRNA00107	283981
PTCD1	26024
MXD3	83463
DHX37	57647
GSDMC	56169
SYDE2	84144
SNHG1	23642
LARP1	23367
CBX1	10951
ZNF341	84905
C4ORF46	NA
ATOH8	84913
TOMM40	10452
SAMD11	148398
MAF	4094
FAM162B	221303
KLF6	1316
OBFC2B	79035
MPPED1	758
NPY5R	4889
CYP4A11	1579
NES	10763
ADAM6	8755
ATXN7L3	56970
P2RY13	53829
TERF2IP	54386
DPPA4	55211
GLOD5	392465
B3GAT1	27087
PDIA5	10954
FGL2	10875
ZNF142	7701
PHYHD1	254295
AARS2	57505
PI16	221476
C1ORF156	NA
SEC24B	10427
ALAS1	211
DNAJB11	51726
DDX12	440081
DDB1	1642
TNFRSF1A	7132
REPIN1	29803
DNAJC5	80331
RAD18	56852
CTTN	2017
BET3L	100128327
FOXF1	2294
TNN	63923
GTF2IRD1	9569
KRT19	3880
TMEM71	137835
CCT5	22948
USP39	10713
FLRT2	23768
HEATR7A	727957
MEGF10	84466
ZNF219	51222
SLC35A1	10559
CDC7	8317
KIAA1524	57650
RBMS3	27303
NCAPD2	9918
PTN	5764
WFS1	7466
LOC100128292	NA
GNPNAT1	64841
CDCA4	55038
ZNF71	58491
EXPH5	23086
LRRC19	64922
R3HDM1	23518
ZNF646	9726
MGC16121	NA
CCHCR1	54535
CHTF18	63922
CNTN3	5067
SLITRK2	84631
VTCN1	79679
EPHX4	253152
MRPL39	54148
BFSP1	631
SMAD6	4091
GPRIN2	9721
CNTN4	152330
AGXT2L2	85007
DBF4B	80174
RAB14	51552
AVPR1A	552
SLC34A2	10568
DNMT3A	1788
ITGA7	3679
DDX49	54555
GARS	2617
TSPAN9	10867
SNAPIN	23557
C9ORF78	NA
GPR126	57211
ROBO1	6091
CDK16	5127
KCTD7	154881
DEAF1	10522
ADCY1	107
MANBAL	63905
CPSF4	10898
PALM2-AKAP2	445815
FCGRT	2217
DUSP12	11266
MYO16	23026
ITGB8	3696
GSPT2	23708
LOC127841	NA
PHF19	26147
TBC1D16	125058
PGA3	643834
SCN4A	6329
NRG1	3084
UFC1	51506
SPARCL1	8404
GNA12	2768
C7ORF70	NA
LZTS1	11178
EIF4E3	317649
AGPAT2	10555
NFAM1	150372
TMEM192	201931
PABPC4L	132430
CYP4F12	66002
GINS2	51659
DNMT1	1786
KCNJ10	3766
C11ORF54	NA
UBE2O	63893
SLC39A10	57181
TATDN2	9797
KRI1	65095
TBC1D15	64786
TBX15	6913
CD164	8763
COBLL1	22837
NKIRAS1	28512
PRELP	5549
SORL1	6653
COX7B2	170712
USP15	9958
HS3ST3B1	9953
PAFAH1B3	5050
PTPN3	5774
LPIN2	9663
SLC46A3	283537
APOL6	80830
N4BP3	23138
TMEM145	284339
PKN3	29941
HEATR1	55127
JUN	3725
PCBP4	57060
PYCR2	29920
POP1	10940
CKAP2	26586
CD200R1	131450
PADI4	23569
LYRM1	57149
NCAM2	401
C1ORF85	NA
CKAP5	9793
EPO	2056
ZSCAN2	54993
ZNF295	49854
JHDM1D	80853
VWF	7450
TMBIM6	7009
JAG2	3714
MORC2	22880
PRSS8	5652
GLMN	11146
GPR125	166647
AAGAB	79719
B4GALNT1	2583
PPME1	51400
WDR4	10785
CBX3	11335
PROZ	8858
AGXT2	64902
C14ORF176	NA
PRMT3	10196
ECHS1	1892
SLC6A16	28968
RET	5979
RUNDC3B	154661
USP38	84640
ACTG2	72
ANGPTL1	9068
CCR1	1230
NOL12	79159
TTC39B	158219
CTNNA1	1495
HEPN1	641654
SLC12A7	10723
EMILIN1	11117
ECHDC2	55268
THBD	7056
PRRX1	5396
ASPN	54829
SOCS3	9021
PRUNE2	158471
TNFSF11	8600
TUSC1	286319
DSTYK	25778
C6ORF72	NA
TMEM170A	124491
WFDC1	58189
PTP4A3	11156
C3P1	388503
TRAF2	7186
OLA1	29789
RNF215	200312
SSX1	6756
IGFBP4	3487
MEA1	4201
ALLC	55821
TBC1D7	51256
MTUS2	23281
PPBP	5473
BEX1	55859
ABCA1	19
CEP68	23177
INCENP	3619
PSMD4	5710
EED	8726
GATSL1	729438
RBM28	55131
KCNJ15	3772
IL18RAP	8807
COMT	1312
SERPINE1	5054
KLRD1	3824
ACYP1	97
KLF9	687
GPSM2	29899
LEMD2	221496
DLL4	54567
LDLR	3949
CNIH4	29097
SLC38A6	145389
PRPF3	9129
CLEC4GP1	440508
SMC4	10051
BRD9	65980
RCN2	5955
CTSO	1513
NFKBIZ	64332
AXL	558
C3ORF71	NA
