gene.symbol	gene.entrezid
AKAP2	11217
AKAP3	10566
AKAP5	9495
AKAP6	9472
AKAP7	9465
AKAP8L	26993
AKAP9	10142
AKIRIN2	55122
AKNAD1	254268
AKNA	80709
AKR1A1	10327
AKR1B15	441282
AKR1B1	231
AKR1C1	1645
AKR1C2	1646
AKR1C3	8644
AKR1C4	1109
AKR1CL1	340811
AKR1E2	83592
AKR7A2	8574
AKR7A3	22977
AKR7L	246181
AKT1S1	84335
AKT1	207
AKT3	10000
ALAD	210
ALAS2	212
ALB	213
ALCAM	214
ALDH16A1	126133
ALDH18A1	5832
ALDH1A1	216
ALDH1A2	8854
ALDH1A3	220
ALDH1B1	219
ALDH1L1	10840
ALDH1L2	160428
ALDH2	217
ALDH3A1	218
ALDH3A2	224
ALDH3B1	221
ALDH3B2	222
ALDH4A1	8659
ALDH5A1	7915
ALDH6A1	4329
ALDH7A1	501
ALDH8A1	64577
ALDH9A1	223
ALDOA	226
ALDOB	229
ALDOC	230
ALG10	84920
ALG11	440138
ALG12	79087
ALG14	199857
ALG1L2	644974
ALG1L	200810
ALG1	56052
ALG2	10016
ALG3	10195
ALG5	29880
ALG6	29929
ALG8	79053
ALG9	79796
ALKBH1	8846
ALKBH2	121642
ALKBH3	221120
ALKBH4	54784
ALKBH6	84964
ALKBH7	84266
ALK	238
ALLC	55821
ALMS1	7840
ALOX12P2	245
ALOX12	239
ALOX15B	247
ALOX5AP	241
ALOXE3	59344
ALPI	248
ALPK1	80216
ALPK2	115701
ALPK3	57538
ALPL	249
ALPPL2	251
ALPP	250
ALS2CL	259173
ALS2CR11	151254
ALS2CR12	130540
ALS2CR4	65062
ALS2CR8	79800
ALX1	8092
ALX3	257
ALX4	60529
AMACR	23600
AMBRA1	55626
AMDHD1	144193
AMDHD2	51005
AMELX	265
AMFR	267
AMH	268
AMICA1	120425
AMIGO1	57463
AMIGO2	347902
AMIGO3	386724
AMMECR1	9949
AMN	215
AMOTL1	154810
AMOTL2	51421
AMOT	154796
AMPD1	270
AMPD3	272
AMTN	401138
AMT	275
AMY1A	276
AMY2A	279
AMY2B	280
AMZ1	155185
AMZ2	51321
ANAPC11	51529
ANAPC13	25847
ANAPC16	119504
ANAPC4	29945
ANAPC5	51433
ANAPC7	51434
ANGEL1	23357
ANGEL2	90806
ANGPT1	284
ANGPT4	51378
ANGPTL1	9068
ANGPTL2	23452
ANGPTL3	27329
ANGPTL4	51129
ANGPTL5	253935
ANGPTL6	83854
ANGPTL7	10218
ANG	283
ANK2	287
ANK3	288
ANKAR	150709
ANKDD1A	348094
ANKFY1	51479
ANKIB1	54467
ANKK1	255239
ANKLE2	23141
ANKMY2	57037
ANKRD10	55608
ANKRD11	29123
ANKRD12	23253
ANKRD13A	88455
ANKRD13B	124930
ANKRD13D	338692
ANKRD16	54522
ANKRD19	138649
ANKRD1	27063
ANKRD20A3	441425
ANKRD20A4	728747
ANKRD20B	729171
ANKRD22	118932
ANKRD24	170961
ANKRD26	22852
ANKRD27	84079
ANKRD28	23243
ANKRD29	147463
ANKRD31	256006
ANKRD32	84250
ANKRD33	283373
ANKRD34C	390616
ANKRD35	148741
ANKRD36B	57730
ANKRD36	375248
ANKRD37	353322
ANKRD39	51239
ANKRD40	91369
ANKRD42	338699
ANKRD45	339416
ANKRD46	157567
ANKRD50	57182
ANKRD52	283373
ANKRD53	79998
ANKRD54	129138
ANKRD56	345079
ANKRD58	347454
ANKRD5	63926
ANKRD6	22881
ANKRD7	56311
ANKS1A	23294
ANKS1B	56899
ANKS6	203286
ANLN	54443
ANO1	55107
ANO2	57101
ANO3	63982
ANO4	121601
ANO5	203859
ANO6	196527
ANO7	50636
ANO9	338440
ANP32A	8125
ANP32B	10541
ANP32C	23520
ANP32E	81611
ANPEP	290
ANTXR1	84168
ANTXR2	118429
ANTXRL	195977
ANXA11	311
ANXA1	301
ANXA3	306
ANXA4	307
ANXA5	308
ANXA6	309
ANXA7	310
ANXA8L2	728113
ANXA8	653145
ANXA9	8416
AOC2	314
AOC3	8639
AOX1	316
AOX2P	344454
AP1AR	55435
AP1B1	162
AP1G1	164
AP1G2	8906
AP1M2	10053
AP1S1	1174
AP1S2	8905
AP1S3	130340
AP2A1	160
AP2A2	161
AP2B1	163
AP2M1	1173
AP2S1	1175
AP3B1	8546
AP3B2	8120
AP3D1	8943
AP3M1	26985
AP3M2	10947
AP3S1	1176
AP4M1	9179
AP4S1	11154
APAF1	317
APBA1	320
APBA3	9546
APBB1IP	54518
APBB1	322
APBB3	10307
APC2	10297
APCDD1L	164284
APCDD1	147495
APCS	325
APC	324
APEH	327
APEX1	328
APEX2	27301
APH1A	51107
APH1B	83464
API5	8539
APITD1	378708
APLF	200558
APLNR	187
APLP1	333
APLP2	334
APOA1BP	128240
APOA1	335
APOA2	336
APOA4	337
APOA5	116519
APOB48R	55911
APOBEC1	339
APOBEC2	10930
APOBEC3A	200315
APOBEC3B	9582
APOBEC3C	27350
APOBEC3H	164668
APOBEC4	403314
APOB	338
APOC1P1	342
APOC1	341
APOC2	344
APOC3	345
APOC4	346
APOD	347
APOF	319
APOL1	8542
APOL2	23780
APOL3	23780
APOL4	80832
APOL5	80831
APOL6	80830
APOLD1	81575
APOM	55937
APOO	79135
APPL2	334
APP	351
APRT	353
APTX	54840
AQP12A	375318
AQP12B	653437
AQP1	358
AQP2	359
AQP3	360
AQP4	361
AQP5	362
AQP6	363
AQP7P1	375719
AQP7P3	441432
AQP7	364
AQP9	364
AQPEP	206338
AQR	9716
ARAF	369
ARAP1	116985
ARAP3	64411
ARCN1	372
ARC	8996
AREG	374
ARF1	375
ARF3	377
ARF4	378
ARF5	381
ARF6	382
ARFGAP1	26286
ARFGEF1	10565
ARFGEF2	10564
ARFIP1	27236
ARFIP2	23647
ARG1	383
ARG2	384
ARGLU1	55082
ARHGAP10	57584
ARHGAP11A	9824
ARHGAP11B	89839
ARHGAP12	94134
ARHGAP17	55114
ARHGAP19	84986
ARHGAP1	392
ARHGAP20	57569
ARHGAP21	57584
ARHGAP23	57636
ARHGAP24	83478
ARHGAP25	9938
ARHGAP26	23092
ARHGAP28	79822
ARHGAP29	9411
ARHGAP31	57514
ARHGAP32	9743
ARHGAP33	115703
ARHGAP36	158763
ARHGAP39	80728
ARHGAP42	143872
ARHGAP5	394
ARHGAP6	395
ARHGAP8	23779
ARHGDIA	396
ARHGDIB	397
ARHGDIG	398
ARHGEF10L	55160
ARHGEF10	9639
ARHGEF11	9826
ARHGEF15	22899
ARHGEF16	27237
ARHGEF17	9828
ARHGEF18	23370
ARHGEF19	128272
ARHGEF33	100271715
ARHGEF37	389337
ARHGEF4	50649
ARHGEF6	9459
ARHGEF7	8874
ARHGEF9	23229
ARID1A	8289
ARID1B	57492
ARID2	196528
ARID3A	1820
ARID3B	10620
ARID4A	5926
ARID4B	51742
ARID5A	10865
ARID5B	84159
ARIH2	10425
ARL10	285598
ARL11	115761
ARL13B	200894
ARL14	80117
ARL15	54622
ARL17B	100506084
ARL1	400
ARL2BP	23568
ARL2	402
ARL3	403
ARL4A	10124
ARL4C	10123
ARL4D	379
ARL5A	26225
ARL5B	221079
ARL5C	390790
ARL6IP1	23204
ARL6IP5	10550
ARL6IP6	151188
ARL8A	127829
ARL8B	55207
ARMC10	83787
ARMC1	55156
ARMC3	219681
ARMC5	79798
ARMC6	93436
ARMC7	79637
ARMC9	80210
ARMCX1	51309
ARMS2	387715
ARNT2	9915
ARNTL2	56938
ARNT	405
ARPC1A	10552
ARPC1B	10095
ARPC2	10109
ARPC3	10094
ARPC4	10093
ARPC5L	81873
ARPC5	10092
ARPP21	10777
ARRB1	408
ARRDC1	92714
ARRDC2	27106
ARRDC3	57561
ARRDC4	91947
ARSA	410
ARSB	411
ARSD	414
ARSE	415
ARSG	22901
ARSH	347527
ARSI	340075
ARSJ	79642
ARSK	153642
ART1	417
ART4	420
ART5	116969
ARTN	9048
ARV1	64801
ARVCF	421
ASAH2B	653308
ASAH2	56624
ASAM	79827
ASAP1	50807
ASB12	142689
ASB13	79754
ASB14	142686
ASB16	92591
ASB17	127247
ASB1	51665
ASB2	51676
ASB4	51666
ASB5	140458
ASB6	140459
ASB7	140460
ASB9	140462
ASCC1	51008
ASCC3	10973
ASCL1	429
ASCL2	430
ASCL4	121549
ASF1A	25842
ASF1B	55723
ASGR1	432
ASIP	434
ASL	158
ASMTL	8623
ASMT	438
ASNA1	439
ASNSD1	54529
ASNS	440
ASPA	443
ASPDH	554235
ASPG	374569
ASPHD1	253982
ASPHD2	57168
ASPH	444
ASPM	259266
ASPN	54829
ASPRV1	151516
ASPSCR1	79058
ASS1	445
ASTL	431705
ASTN1	460
ASXL1	171023
ASXL3	80816
ASZ1	136991
ATAD2B	54454
ATAD2	29028
ATAD3A	55210
ATAD5	79915
ATCAY	85300
ATF3	467
ATF4	468
ATF5	22809
ATF6B	1388
ATF6	22926
ATF7IP2	80063
ATF7	11016
ATG10	83734
ATG12	9140
ATG16L1	55054
ATG2B	55102
ATG3	64422
ATG4A	115201
ATG4C	84938
ATG4D	84971
ATG7	10533
ATG9A	79065
ATG9B	285973
ATIC	471
ATL1	51062
ATL2	64225
ATL3	25923
ATMIN	23300
ATM	472
ATN1	1822
ATOH1	474
ATOH7	220202
ATOH8	84913
ATOX1	475
ATP10B	23120
ATP10D	57205
ATP11A	23250
ATP11B	23200
ATP11C	286410
ATP12A	479
ATP13A1	57130
ATP13A2	23400
ATP13A3	79572
ATP13A4	84239
ATP13A5	344905
ATP1A1	476
ATP1A2	477
ATP1A3	478
ATP1B1	481
ATP1B2	482
ATP1B3	483
ATP2A2	488
ATP2A3	489
ATP2B1	490
ATP2B2	491
ATP2B4	493
ATP2C1	27032
ATP2C2	9914
ATP4A	495
ATP4B	496
ATP5C1	509
ATP5EP2	432369
ATP5E	514
ATP5F1	515
ATP5G1	516
ATP5G2	517
ATP5G3	518
ATP5H	10476
ATP5I	521
ATP5J2	9551
ATP5SL	55101
ATP5S	27109
ATP6AP1L	92270
ATP6AP1	537
ATP6AP2	10159
ATP6V0A1	535
ATP6V0A2	23545
ATP6V0B	533
ATP6V0C	527
ATP6V0D1	9114
ATP6V0D2	245972
ATP6V0E1	8992
ATP6V0E2	155066
ATP6V1A	523
ATP6V1B1	525
ATP6V1B2	526
ATP6V1C1	528
ATP6V1D	51382
ATP6V1E2	90423
ATP6V1F	9296
ATP6V1G1	9550
ATP6V1H	51606
ATP7B	540
ATP8A1	10396
ATP8B1	5205
ATP8B2	57198
ATP8B3	148229
ATP8B4	79895
ATP9A	10079
ATP9B	374868
ATPAF2	91647
ATPBD4	89978
ATPIF1	93974
ATRIP	84126
ATXN10	25814
ATXN1L	342371
ATXN1	6310
ATXN2L	11273
ATXN2	6311
ATXN3L	92552
ATXN3	4287
ATXN7L1	222255
ATXN7L3	56970
ATXN7	6314
ATXN8OS	6315
AUH	549
AUP1	550
AURKAIP1	54998
AURKAPS1	6791
AURKA	6790
AURKB	9212
AVL9	23080
AVPI1	60370
AVPR1A	552
AVPR1B	553
AVPR2	554
AVP	551
AWAT1	158833
AXIN1	8312
AXIN2	8313
AXL	558
AZI1	22994
AZI2	64343
AZIN1	51582
B3GALNT1	8706
B3GALNT2	148789
B3GALT1	8708
B3GALT2	8707
B3GALT6	126792
B3GAT1	27087
B3GAT2	135152
B3GAT3	26229
B3GNT1	10678
B3GNT3	10331
B3GNT4	79369
B3GNT5	84002
B3GNT9	84752
B3GNTL1	146712
B4GALNT1	2583
B4GALNT2	124872
B4GALNT3	283358
B4GALNT4	338707
B4GALT1	2683
B4GALT2	8704
B4GALT3	8703
B4GALT4	8702
B4GALT6	9331
B4GALT7	11285
B9D1	27077
B9D2	80776
BAALC	79870
BACE1	23621
BACH2	60468
BAD	572
BAG5	9529
BAHCC1	57597
BAI1	575
BAI2	576
BAI3	577
BAIAP2L1	55971
BAIAP2	10458
BAK1	578
BAMBI	25805
BANF1	8815
BANK1	55024
BANP	54971
BARD1	580
BARHL1	56751
BARX1	56033
BARX2	8538
BASE	317716
BASP1	10409
BAT2L1	84726
BAT2L2	23215
BAT2	7916
BAT3	7917
BAT5	7920
BATF	10538
BAX	581
BAZ1A	11177
BAZ1B	9031
BAZ2B	29994
BBC3	27113
BBOX1	8424
BBS10	79738
BBS12	166379
BBS2	583
BBS5	129880
BBS7	55212
BBS9	27241
BBX	56987
BCAN	63827
BCAP31	10134
BCAR1	9564
BCAR3	8412
BCAR4	400500
BCAS1	8537
BCAS2	10286
BCAS4	55653
BCAT1	586
BCAT2	587
BCCIP	56647
BCDIN3D	144233
BCHE	590
BCKDHB	594
BCKDK	10295
BCL11A	53335
BCL11B	64919
BCL2A1	597
BCL2L10	10017
BCL2L11	10018
BCL2L12	83596
BCL2L13	23786
BCL2L1	598
BCL2L2	599
BCL2	596
BCL3	602
BCL6B	255877
BCL6	604
BCL7C	9274
BCL8	606
BCL9	607
BCO2	83875
BCORL2	286554
BCOR	54880
BCR	613
BCYRN1	618
BDH1	622
BDH2	56898
BDKRB1	623
BDKRB2	623
BDNFOS	497258
BDNF	627
BDP1	26469
BECN1	8678
BEGAIN	57596
BEND2	139105
BEND3	57673
BEND4	389206
BEND5	79656
BEND6	221336
BEND7	222389
BEST1	7439
BEST4	266675
BET1L	51272
BEX1	55859
BEX2	55859
BEX4	56271
BEX5	340542
BEYLA	497634
BFAR	51283
BFSP2	8419
BGLAP	632
BGN	633
BHLHA15	168620
BHLHB9	80823
BHLHE22	27319
BHLHE23	128408
BHLHE40	8553
BHLHE41	79365
BHMT2	23743
BHMT	635
BICC1	80114
BICD2	23299
BID	637
BIK	638
BIN1	274
BIN3	55909
BIRC5	332
BIRC7	79444
BIRC8	112401
BIVM	54841
BLCAP	10904
BLMH	642
BLM	641
BLNK	29760
BLOC1S2	282991
BLOC1S3	388552
BLVRA	644
BLVRB	645
BLZF1	8548
BMF	90427
BMI1	648
BMP15	9210
BMP1	649
BMP2	650
BMP3	651
BMP4	652
BMP5	653
BMP6	654
BMP7	655
BMP8A	353500
BMP8B	656
BMPER	168667
BMPR1A	657
BMPR1B	658
BMPR2	659
BMS1P5	399761
BMS1	9790
BMX	660
BNC1	40
BNIP1	662
BNIP2	663
BNIP3L	665
BNIPL	149428
BOC	91653
BOD1L	259282
BOK	666
BOLA1	51027
BOLA2	552900
BOLA3	388962
BOP1	23246
BPESC1	60467
BPGM	669
BPIL1	80341
BPIL2	254240
BPIL3	128859
BPI	671
BPNT1	10380
BPY2	9083
BRAP	8315
BRCA1	672
BRCA2	675
BRCC3	55789
BRD1	23774
BRD2	6046
BRD3	8019
BRD4	23476
BRD7P3	23629
BREA2	286076
BRE	9577
BRF1	677
BRF2	678
BRI3BP	140707
BRIP1	64979
BRIX1	55299
BRMS1L	84312
BRMS1	25855
BRP44L	51660
BRP44	25874
BRPF3	27154
BRSK1	84446
BRSK2	9024
BRWD1	54014
BRWD3	254065
BSCL2	26580
BSG	682
BSND	7809
BSN	8927
BSPH1	100131137
BSPRY	54836
BST1	683
BST2	684
BSX	390259
BTAF1	9044
BTBD10	84280
BTBD11	121551
BTBD12	84464
BTBD17	388419
BTBD18	643376
BTBD19	149478
BTBD3	22903
BTBD6	90135
BTBD7	55727
BTBD8	284697
BTBD9	114781
BTC	685
BTD	686
BTF3L4	91408
BTG1	694
BTG2	7832
BTG3	10950
BTG4	54766
BTK	695
BTN1A1	696
BTN2A1	11120
BTN2A3	54718
BTN3A1	11119
BTN3A2	11118
BTN3A3	10384
BTNL2	56244
BTNL3	10917
BTNL8	79908
BTNL9	153579
BTRC	8945
BUB1B	701
BUB1	699
BUB3	9184
BUD13	84811
BUD31	8896
BVES	11149
BYSL	705
BZRAP1	9256
BZW1	9689
BZW2	28969
C10ORF105	NA
C10ORF107	NA
C10ORF108	NA
C10ORF10	NA
C10ORF110	NA
C10ORF111	NA
C10ORF113	NA
C10ORF114	NA
C10ORF116	NA
C10ORF119	NA
C10ORF11	NA
C10ORF125	NA
C10ORF128	NA
C10ORF12	NA
C10ORF140	NA
C10ORF18	NA
C10ORF25	NA
C10ORF2	NA
C10ORF32	NA
C10ORF35	NA
C10ORF40	NA
C10ORF41	NA
C10ORF46	NA
C10ORF47	NA
C10ORF4	NA
C10ORF50	NA
C10ORF53	NA
C10ORF54	NA
C10ORF55	NA
C10ORF57	NA
C10ORF58	NA
C10ORF67	NA
C10ORF71	NA
C10ORF72	NA
C10ORF76	NA
C10ORF88	NA
C10ORF90	NA
C10ORF91	NA
C10ORF95	NA
C10ORF96	NA
C11ORF10	NA
C11ORF17	NA
C11ORF1	NA
C11ORF20	NA
C11ORF21	NA
C11ORF24	NA
C11ORF2	NA
C11ORF30	NA
C11ORF31	NA
C11ORF34	NA
C11ORF35	NA
C11ORF36	NA
C11ORF40	NA
C11ORF41	NA
C11ORF46	NA
C11ORF48	NA
C11ORF49	NA
C11ORF51	NA
C11ORF53	NA
C11ORF54	NA
C11ORF59	NA
C11ORF61	NA
C11ORF63	NA
C11ORF64	NA
C11ORF65	NA
C11ORF66	NA
C11ORF67	NA
C11ORF70	NA
C11ORF71	NA
C11ORF74	NA
C11ORF80	NA
C11ORF82	NA
C11ORF83	NA
C11ORF84	NA
C11ORF85	NA
C11ORF87	NA
C11ORF88	NA
C11ORF90	NA
C11ORF92	NA
C11ORF93	NA
C11ORF95	NA
C12ORF11	NA
C12ORF12	NA
C12ORF23	NA
C12ORF26	NA
C12ORF27	NA
C12ORF32	NA
C12ORF34	NA
C12ORF36	NA
C12ORF39	NA
C12ORF40	NA
C12ORF41	NA
C12ORF43	NA
C12ORF44	NA
C12ORF45	NA
C12ORF48	NA
C12ORF49	NA
C12ORF4	NA
C12ORF50	NA
C12ORF52	NA
C12ORF53	NA
C12ORF54	NA
C12ORF56	NA
C12ORF59	NA
C12ORF5	NA
C12ORF60	NA
C12ORF61	NA
C12ORF66	NA
C12ORF68	NA
C12ORF70	NA
C12ORF71	NA
C12ORF72	NA
C12ORF73	NA
C12ORF74	NA
C12ORF76	NA
C12ORF77	NA
C13ORF15	NA
C13ORF16	NA
C13ORF18	NA
C13ORF23	NA
C13ORF26	NA
C13ORF27	NA
C13ORF28	NA
C13ORF29	NA
C13ORF30	NA
C13ORF33	NA
C13ORF34	NA
C13ORF36	NA
C13ORF37	NA
C13ORF38	NA
C13ORF39	NA
C14ORF102	NA
C14ORF104	NA
C14ORF109	NA
C14ORF115	NA
C14ORF118	NA
C14ORF119	NA
C14ORF128	NA
C14ORF129	NA
C14ORF132	NA
C14ORF139	NA
C14ORF142	NA
C14ORF143	NA
C14ORF147	NA
C14ORF149	NA
C14ORF156	NA
C14ORF159	NA
C14ORF165	NA
C14ORF166B	NA
C14ORF166	NA
C14ORF167	NA
C14ORF169	NA
C14ORF174	NA
C14ORF176	NA
C14ORF177	NA
C14ORF178	NA
C14ORF179	NA
C14ORF180	NA
C14ORF181	NA
C14ORF184	NA
C14ORF1	NA
C14ORF23	NA
C14ORF28	NA
C14ORF2	NA
C14ORF34	NA
C14ORF39	NA
C14ORF43	NA
C14ORF49	NA
C14ORF4	NA
C14ORF50	NA
C14ORF53	NA
C14ORF64	NA
C14ORF68	NA
C14ORF70	NA
C14ORF79	NA
C14ORF80	NA
C14ORF86	NA
C14ORF93	NA
C15ORF17	NA
C15ORF21	NA
C15ORF23	NA
C15ORF24	NA
C15ORF28	NA
C15ORF29	NA
C15ORF2	NA
C15ORF32	NA
C15ORF39	NA
C15ORF40	NA
C15ORF41	NA
C15ORF42	NA
C15ORF43	NA
C15ORF44	NA
C15ORF48	NA
C15ORF50	NA
C15ORF51	NA
C15ORF52	NA
C15ORF53	NA
C15ORF54	NA
C15ORF58	NA
C15ORF5	NA
C15ORF60	NA
C15ORF62	NA
C15ORF63	NA
C16ORF11	NA
C16ORF13	NA
C16ORF42	NA
C16ORF45	NA
C16ORF48	NA
C16ORF52	NA
C16ORF53	NA
C16ORF54	NA
C16ORF55	NA
C16ORF58	NA
C16ORF59	NA
C16ORF5	NA
C16ORF61	NA
C16ORF62	NA
C16ORF63	NA
C16ORF68	NA
C16ORF70	NA
C16ORF71	NA
C16ORF72	NA
C16ORF74	NA
C16ORF75	NA
C16ORF80	NA
C16ORF81	NA
C16ORF82	NA
C16ORF86	NA
C16ORF87	NA
C16ORF88	NA
C16ORF89	NA
C16ORF90	NA
C16ORF91	NA
C16ORF92	NA
C16ORF93	NA
C17ORF100	NA
C17ORF102	NA
C17ORF103	NA
C17ORF104	NA
C17ORF107	NA
C17ORF108	NA
C17ORF28	NA
C17ORF37	NA
C17ORF39	NA
C17ORF42	NA
C17ORF44	NA
C17ORF48	NA
C17ORF49	NA
C17ORF50	NA
C17ORF51	NA
C17ORF53	NA
C17ORF54	NA
C17ORF55	NA
C17ORF57	NA
C17ORF60	NA
C17ORF61	NA
C17ORF62	NA
C17ORF63	NA
C17ORF64	NA
C17ORF65	NA
C17ORF67	NA
C17ORF68	NA
C17ORF69	NA
C17ORF70	NA
C17ORF71	NA
C17ORF73	NA
C17ORF74	NA
C17ORF75	NA
C17ORF77	NA
C17ORF81	NA
C17ORF85	NA
C17ORF86	NA
C17ORF88	NA
C17ORF89	NA
C17ORF90	NA
C17ORF91	NA
C17ORF93	NA
C17ORF95	NA
C17ORF96	NA
C17ORF97	NA
C17ORF98	NA
C18ORF10	NA
C18ORF16	NA
C18ORF18	NA
C18ORF19	NA
C18ORF1	NA
